PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
CA-W-22463,"NEXUS BRANDS, LLC",,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-15738,NICKOLAI V. STEZ & ZINAIDA A. BOWER,WOODENHEAD VINTNERS,3291 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17413,NORTH COAST VINEYARD SERVICES INC,SAPPHIRE HILL,51 FRONT ST SUITE A,HEALDSBURG,CA,95448,SONOMA
CA-W-21256,"OUSTERHOUT WINE, LLC",OUSTERHOUT WINE,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15326,"PAPAPIETRO AND PERRY, INC.",PAPAPIETRO PERRY WINERY,4791 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21453,PARMESON FAMILY LLC,PARMESON WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-3596,"PASSALACQUA WINE GROUP, INC",,3805 LAMBERT BRIDGE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21803,PERKINS & HARTER LLC,,3491 W DRY CREEK ROAD RD,HEALDSBURG,CA,95448,SONOMA
CA-W-3196,PETER R. & MARYBETH SMIDERLE,MONICLAIRE,1750 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-2182,"PETERSON WINERY, LLC",PETERSON WINERY,4791 DRY CREEK RD #7,HEALDSBURG,CA,95448,SONOMA
CA-W-16620,PHILLIP RICHARD MARCUCCI JR AND CHERI LEE MARCUCCI,MARCUCCI FARMS,25 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA
CA-W-21757,PINES PARTNERS LLC,GREGORY JAMES WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15794,"PJK WINERY, LLC",QUIVIRA VINEYARDS,4900 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17456,"PORTER CREEK VINEYARDS, LLC",PORTER CREEK VINEYARDS,8757 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-1732,"PRESTON VINEYARDS, INC.",PRESTON WINERY,9206 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-3254,"QUOVIUS, INC.","SALERNO HEALDSBURG ESTATE WINERY, D.O.M.",1441 GROVE ST STE B,HEALDSBURG,CA,95448,SONOMA
CA-W-22981,"R FIVE WINES, LLC",R FIVE WINES,1830 JAMESON RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21844,"RALLY POINT WINES, LLC",RALLY POINT WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA
CA-W-3248,"RAMEY WINE CELLARS, INC.",RAMEY WINE CELLARS,202 HAYDON ST,HEALDSBURG,CA,95448,SONOMA
CA-W-621,RANCHO SOTOYOME INCORPORATED,JOHNSON'S ALEXANDER VALLEY WINES,8333 STATE HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA
CA-W-2770,RAYMOND E. & BONNIE E. GOEPFRICH,GOPFRICH,7564 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21461,"RB WINE ASSOCIATES, LLC",,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-22976,REEVE WINES LLC,REEVE WINES,4551 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22859,"RICHARD S. GOETZ & COMPANY, INC.",RANCHO COYOTE VINEYARDS & WINERY,"25 HEALDSBURG AVE BLDG 20,21 & 30",HEALDSBURG,CA,95448,SONOMA
CA-W-17250,RICHARD WAYNE SCHULTZ AND MICHELLE TINSLEY SCHULTZ,HARDWOOD CELLARS,1401 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-1882,"RIDGE VINEYARDS, INC.",RIDGE VINEYARDS,650 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22203,"RIPE LIFE WINES, LLC",,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-22486,RNGN LLC,ROALD WINE COMPANY,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA
CA-W-1055,ROBERT A. CUTTER & DEBORAH A. CUTTER,DUXOUP WINE WORKS,9611 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22496,ROMIE LLC,OLIVERA WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15557,"RUED WINERY, INC.",RUED WINERY,3850 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17210,"SAN LORENZO WINERY, LLC",SAN LORENZO WINERY,3220 PASSALACQUA RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22531,"SAN LORENZO WINERY, LLC",,404 CENTER ST,HEALDSBURG,CA,95448,SONOMA
CA-W-21955,"SEAMUS WINES, LLC",SEAMUS WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA
CA-W-3165,"SELBY ENTERPRISES, INC.",SELBY WINERY,"498 MOORE LN SUITE A, C",HEALDSBURG,CA,95448,SONOMA
CA-W-16553,SHIPPEY VINEYARDS LLC,SHIPPEY VINEYARDS,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA
CA-W-22727,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,7300 HWY 128,HEALDSBURG,CA,95448,SONOMA
CA-W-22737,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,120 FOSS CREEK CIR,HEALDSBURG,CA,95448,SONOMA
CA-W-22729,"SILVER OAK WINE CELLARS, LLC",SILVER OAK WINE CELLARS,3004 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21368,SLOAN FAMILY WINERY LLC,DUE RUSCHELLI WINERY,994 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA
CA-W-21397,"SONOMA BEVERAGE WORKS, INC.",,1451 GROVE ST,HEALDSBURG,CA,95448,SONOMA
CA-W-22360,"SONOMA BEVERAGE WORKS, INC.",,44 MILL ST UNIT E&F,HEALDSBURG,CA,95448,SONOMA
CA-W-22183,"SPICY VINES, LLC",SPICY VINES,441 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA
CA-W-20004,"STARK WINE COMPANY, LLC",STARK WINE,441 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA
CA-W-16766,"STONECUSHION, INC.",MATRIX WINERY,3291 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15455,"STONECUSHION, INC.",MAZZOCCO WINERY,1400 LYTTON SPRINGS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-23226,"STONECUSHION, INC.",COYOTE SONOMA,44 MILL ST UNIT F,HEALDSBURG,CA,95448,SONOMA
CA-W-17623,"STONECUSHION, INC.",PEZZI-KING,3225 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17381,"STONECUSHION, INC.",SODA ROCK WINERY,8015 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA
CA-W-16729,"TANDEM WINES, LLC",,4900 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16735,"TAYLOR CELLARS, LLC",TAYLOR CELLARS,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22179,"TBD CELLARS, LLC",BAILARIN CELLARS,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA
CA-W-22803,"TESSIER WINERY, LLC",,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15909,THE MEEKER VINEYARD,,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA
CA-W-3135,"THE VINEYARDS OF PATRICIA & PETER LENZ, LTD.",SLAUGHTERHOUSE WINERY,280 CHIQUITA RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17030,THOMAS RAYMOND SIMONEAU AND BRENDA LEE SIMONEAU,SIMONEAU VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21786,"THORN HILL VINEYARDS, INC.",,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-21157,THRALLS FAMILY WINE LLC,,51 FRONT ST,HEALDSBURG,CA,95448,SONOMA
CA-W-2759,"TOAD HOLLOW VINEYARDS, INC.",TOAD HOLLOW,11455 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA
CA-W-15744,"TRUST WINERY, LTD.",STEPHEN & WALKER,1500 GROVE ST,HEALDSBURG,CA,95448,SONOMA
CA-W-23108,TTG VENTURES LLC,FERREN,7011 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21204,"TWO KINGS WINE COMPANY, LLC",CHRISTOPHER CREEK WINERY,641 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA
CA-W-22365,"TWO WORLDS WINE COMPANY, LLC",INIZI WINES,5 FITCH ST,HEALDSBURG,CA,95448,SONOMA
CA-W-2434,"UNTI WINE COMPANY, LLC",,4202 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21727,"V2 WINE GROUP, LLC",V2 WINE GROUP,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-16336,VERITAS VENTURES LLC,VERITAS VENTURES,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16189,"VERSATILE VINES, LLC",BLAGDEN WINES,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA
CA-W-22334,"VINEYARD OF D & G PASTERICK, LLC",VINEYARD OF PASTERICK,3491 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16153,"VINTERNATIONAL IMPORTS, LTD.",CRU VIN DOGS WINE GROUP,4155 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-17439,"VISZLAY VINEYARDS, LLC",VISZLAY VINEYARDS,851 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA
CA-W-22720,WEST DRY CREEK ROAD PROPERTIES LLC,RAYMOND BURR VINEYARDS,8339 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-20130,"WEST WINES, LLC",,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16449,"WESTSIDE WINERY, INC.",THOMAS GEORGE ESTATES,8075 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-2799,"WHITE OAK VINEYARDS & WINERY, LLC",WHITE OAK VINEYARDS & WINERY,7431 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA
CA-W-21630,WILLIAM JAMES WILLIAMSON,WILLIAMSON WINES,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA
CA-W-2430,"WILLIAMS & SELYEM, LLC",WILLIAMS & SELYEM,6575 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16429,"WINDACRE WEST, LLC",MERRIAM VINEYARDS,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-23270,WINE RETRIEVER LLC,SCOUT & CELLAR,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA
CA-W-22854,WIRTH WINES & CO.,WIRTH WINES & CO.,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-16258,WRH PARTNERS LLC,ALYSIAN WINES,1337 GROVE ST,HEALDSBURG,CA,95448,SONOMA
CA-W-3622,"YOAKIM BRIDGE WINERY, LLC",YOAKIM BRIDGE WINERY,7209 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-21448,"ZERO LINK MARKETS, INC.",VINOSHIPPER.COM,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15559,"ZICHICHI FAMILY VINEYARD & WINERY, INC.",ZICHICHI FAMILY VINEYARD & WINERY,8626 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22957,ZO WINES LLC,ZO WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA
CA-W-22401,ZO WINES LLC,,3232 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA
CA-W-15652,"VICINI ENTERPRISES, LLC",VICINI ENTERPRISES,10295 WEST SIDE RD,HEALSBURG,CA,95448,SONOMA
CA-W-16910,ARTHUR FICHTENBERG & ASSOCIATES,FICHTENBERG VINEYARDS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-21827,"ARTISAN WINES OF CALIFORNIA, LLC",,233 ADOBE CANYON RD,KENWOOD,CA,95452,SONOMA
CA-W-3216,DEBORAH LEE MORTON,COLIN LEE VINEYARDS AND WINERY,1189 LAWNDALE RD,KENWOOD,CA,95452,SONOMA
CA-W-15159,DEERFIELD RANCH WINERY LLC,DEERFIELD RANCH WINERY,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-2571,"EB INVESTMENTS, LLC",EB WINERY,625 WARM SPRINGS RD,KENWOOD,CA,95452,SONOMA
CA-W-16372,HAYWOOD WINE COMPANY,HAYWOOD WINERY,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-16079,HENRY ROSARIO BELMONTE,VJB VINEYARDS & CELLARS,7277 SONOMA HWY,KENWOOD,CA,95409,SONOMA
CA-W-20176,JUSTIN VINEYARDS & WINERY LLC,LANDMARK VINEYARDS,101 ADOBE CANYON RD,KENWOOD,CA,95452,SONOMA
CA-W-1759,"KUNDE ENTERPRISES, INC.",KUNDE FAMILY WINERY,9825 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-22826,LIFE IS SHORT! LLC,HAND OF GOD WINES,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-15725,MUSCARDINI CELLARS LLC,MUSCARDINI CELLARS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-1852,"SIMON LEVI COMPANY, LTD.",SL CELLARS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-16682,STEPHEN ASHTON,ASHTON VINEYARDS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-21036,"STONECUSHION, INC.",ST. ANNE'S CROSSING,8450 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-22997,THE HONEY WINE COMPANY LLC,WANCHA WINES,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-21139,TOPOLOS VINEYARDS LLC,TOPOLOS VINEYARDS,10200 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-637,TREASURY WINE ESTATES AMERICAS COMPANY,,8555 SONOMA HWY,KENWOOD,CA,95452,SONOMA
CA-W-21294,VJB LLC,VJB VINEYARDS & CELLARS,60 SHAW AVE,KENWOOD,CA,95452,SONOMA
CA-W-22731,"ACRE AND SPADE, LLC",,111 GOODWIN AVE STE B,PENNGROVE,CA,94951,SONOMA
CA-W-22725,"SONOMA APERITIF, LLC",SONOMA APERITIF,111 GOODWIN AVE,PENNGROVE,CA,94951,SONOMA
CA-W-17023,"BARRY SINGER GALLERY, INC",SINGER CELLARS,833 CHILENO VALLEY RD,PETALUMA,CA,94952,SONOMA
CA-W-15336,"BUCKLER FAMILY VINEYARDS, LLC",ADOBE ROAD WINERY,1995 S MCDOWELL BLVD EXT,PETALUMA,CA,94954,SONOMA
CA-W-2977,"CORDA WINERY, INC.",CORDA WINERY,833 CHILENO VALLEY RD,PETALUMA,CA,94952,SONOMA
CA-W-21355,"CRUSE WINE COMPANY, LLC",,1240 HOLM RD,PETALUMA,CA,94954,SONOMA
CA-W-22165,"CRUSE WINE COMPANY, LLC",,1003 CLEGG CT STE C & D,PETALUMA,CA,94954,SONOMA
CA-W-3040,HUBERT ANTHONY SMITH & LINDA SUE SMITH,KASTANIA VINEYARDS,4415 KASTANIA RD,PETALUMA,CA,94952,SONOMA
CA-W-16519,KAMAL YOUSSEFI AZARI AND PARICHEHER AZARI,AZARI WINERY,1399 SPRING HILL RD,PETALUMA,CA,94952,SONOMA
CA-W-2817,KELLER ESTATE LTD.,KELLER ESTATE WINERY,5875 LAKEVILLE HWY,PETALUMA,CA,94954,SONOMA
CA-W-16602,"MCEVOY OF MARIN, LLC",MCEVOY RANCH,5935 RED HILL RD,PETALUMA,CA,94952,SONOMA
CA-W-2664,MURRAY'S CYDER LLC,,2200 PINE VIEW WAY SUITE C,PETALUMA,CA,94954,SONOMA
CA-W-22762,NATURAL SELECTIONS 357 LLC,,1240 HOLM RD STE B,PETALUMA,CA,94954,SONOMA
CA-W-20058,RE:WINED LLC,SONOMA VALLEY PORTWORKS,613 2ND ST,PETALUMA,CA,94952,SONOMA
CA-W-16825,ROCHE WINERY LLC,ROCHE WINERY,3066 ADOBE RD,PETALUMA,CA,94954,SONOMA
CA-W-23167,"RUSSE WINE PARTNERS, LLC",MONTAGNE RUSSE WINERY,5875 LAKEVILLE HWY,PETALUMA,CA,94954,SONOMA
CA-W-16512,"SALTONSTALL ESTATE COMPANY, LLC",SALTONSTALL ESTATE,2805 SPRING HILL RD,PETALUMA,CA,94952,SONOMA
CA-W-16288,FLOYD-PISONI WINE COMPANY,BACCHANT WINES,607 MARTIN AVE SUITES 102,ROHNERT PARK,CA,94928,SONOMA
CA-W-21473,"RAVE VINES & WINES, LLC",RAVE VINES & WINES,"607 MARTIN AVE STE 102, 109, 111",ROHNERT PARK,CA,94928,SONOMA
CA-W-21463,"RAVE-PISONI, LLC",RAVE-PISONI,607 MARTIN AVE STE 109 & 111,ROHNERT PARK,CA,94928,SONOMA
CA-W-22344,"SONS OF BACCHUS, LLC",,"607 MARTIN AVE STE 102, 109 & 111",ROHNERT PARK,CA,94928,SONOMA
CA-W-22132,"A W DIRECT, LLC",AWDIRECT,980 AIRWAY CT BLDG 2,SANTA ROSA,CA,95403,SONOMA
CA-W-22843,"A. VILORIA WINERY, INC.",,4889 GRANGE RD,SANTA ROSA,CA,95404,SONOMA
CA-W-22891,"AGATHON HOLDINGS GP, LLC",,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-23008,ALAN BRENT KENNEDY,ADRON WINES,4889 GRANGE RD,SANTA ROSA,CA,95404,SONOMA
CA-W-16281,"AMPLIFIED WINES, LLC",AMPLIFIED WINES,3360 COFFEY LN SUITE E,SANTA ROSA,CA,95403,SONOMA
CA-W-22205,"ANNADEL VINEYARD PARTNERS (DE), LLC",WESTWOOD WINERY,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-17408,ANTHONY JACK SCHROTH,PREMONITION CELLARS,3360 E COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA
CA-W-17039,"ATELIER-COPAIN, LLC",PUNCHDOWN CELLARS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-20128,"AUGUST BRIGGS JR., INC.",AUGUST BRIGGS WINERY,3358 COFFEY LN UNIT D,SANTA ROSA,CA,95403,SONOMA
CA-W-22611,"BENNETT RIDGE VINEYARDS, LLC",,6320 JAMISON RD,SANTA ROSA,CA,95404,SONOMA
CA-W-16570,BENOVIA WINERY LLC,BENOVIA WINERY,3339 HARTMAN LN,SANTA ROSA,CA,95401,SONOMA
CA-W-23134,BIRDHORSE WINES LLC,BIRDHORSE WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-21970,BLACK KNIGHT CELLARS LLC,,4889 GRANGE RD,SANTA ROSA,CA,95404,SONOMA
CA-W-21643,"BLUE SKY VINTNERS, LLC",LAUREL GLEN VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-17445,"BLUE SKY VINTNERS, LLC",LAUREL GLEN VINEYARDS,6609 SONOMA MOUNTAIN RD,SANTA ROSA,CA,95404,SONOMA
CA-W-22133,"BORDIGIONI FAMILY WINERY, LLC",ANNADEL ESTATE WINERY,6687 SONOMA HWY,SANTA ROSA,CA,95409,SONOMA
CA-W-22324,"BRAVERY BRANDS, LLC",,3360 COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA
CA-W-22779,BRICOLEUR VINEYARDS LLC,BRICOLEUR VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-22230,BRIGHT CELLARS INC.,BRIGHT CELLARS,980 AIRWAY CT BLDG 2,SANTA ROSA,CA,95403,SONOMA
CA-W-17718,BUGAY FAMILY LIMITED PARTNERSHIP,BUGAY WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-22186,"BWSC, LLC",WINC,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-1341,"C AND C WINE SERVICES, INC.",HOOK AND LADDER WINERY,2134 OLIVET RD,SANTA ROSA,CA,95401,SONOMA
CA-W-16057,CALLUNA VINEYARDS LLC,CALLUNA VINEYARDS,3358 COFFEY LN,SANTA ROSA,CA,95403,SONOMA
CA-W-16974,CELLAR RAT CELLARS LLC,CARTOGRAPH,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-16439,"CHAISE VENTURES, INC.",,3358 COFFEY LANE,SANTA ROSA,CA,95403,SONOMA
CA-W-23012,CHARLES & KERRI F. VAU,COX VINEYARDS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-22836,"CONETECH II, INC.",,1450 AIRPORT BLVD STE 180,SANTA ROSA,CA,95403,SONOMA
CA-W-16245,"COPELAND CREEK VINEYARDS, LLC",PFENDLER VINEYARDS,3358 COFFEY LN STE D,SANTA ROSA,CA,95403,SONOMA
CA-W-21897,CORTERIVA VINEYARDS LLC,,3336 INDUSTRIAL DR,SANTA ROSA,CA,95403,SONOMA
CA-W-15109,"D'ARGENZIO WINERY, INC.",D'ARGENZIO WINERY,1301-A CLEVELAND AVE,SANTA ROSA,CA,95401,SONOMA
CA-W-16333,"DAMSKEY FAMILY WINES, LLC",PALMERI WINES,2191 LAGUNA RD,SANTA ROSA,CA,95401,SONOMA
CA-W-21740,"DIALECT WINES, LLC",,3360 COFFEY LN STE E,SANTA ROSA,CA,95403,SONOMA
CA-W-21012,"DIRTY AND ROWDY WINE COMPANY, LLC",DIRTY AND ROWDY FAMILY WINE COMPANY,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-23089,DOMAINE DELLA DALE LLC,DOMAINE DELLA,3358 COFFEY LN STE D,SANTA ROSA,CA,95401,SONOMA
CA-W-22758,"DONALD PATZ WINE GROUP, LLC",,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-3013,"DONELAN FAMILY WINE CELLARS, LLC",DONELAN FAMILY WINE CELLARS,3352 COFFEY LN,SANTA ROSA,CA,95403,SONOMA
CA-W-2612,"DUTTON-GOLDFIELD WINERY, LLC",DUTTON GOLDFIELD,4055 W OLIVET RD,SANTA ROSA,CA,95401,SONOMA
CA-W-15773,DYLAN DAVID SHELDON AND TOBE SHELDON,SHELDON WINES,3360 COFFEY LN SUITE E,SANTA ROSA,CA,95403,SONOMA
CA-W-22489,E16 WINE COMPANY,,5700 OCCIDENTAL RD,SANTA ROSA,CA,95401,SONOMA
CA-W-22021,"EIFRIG CELLARS, LLC",,3451 AIRWAY DR STE C,SANTA ROSA,CA,95403,SONOMA
CA-W-21358,"ELV HOLDINGS, INC.",EVENING LAND & VINEYARD,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-15694,"ERIC KENT WINE CELLARS, LLC",ERIC KENT WINE CELLARS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-22046,EXPERIENCE WINES LLC,,981 AIRWAY CT STE A,SANTA ROSA,CA,95403,SONOMA
CA-W-22161,FERNRAY LLC,,6860 SERENITY WAY,SANTA ROSA,CA,95404,SONOMA
CA-W-20142,"FIGHTING IRISH WINES, INC.",,4545 THOMAS LAKE HARRIS DR,SANTA ROSA,CA,95403,SONOMA
CA-W-2519,FISHER VINEYARDS,,6200 ST HELENA RD,SANTA ROSA,CA,95404,SONOMA
CA-W-15162,FORT ROSS VINEYARD & WINERY LLC,FORT ROSS VINEYARD & WINERY,3354 COFFEY LN SUITE A,SANTA ROSA,CA,95403,SONOMA
CA-W-1868,FRANE FRANICEVIC,SUNCE' WINERY,1839 OLIVET RD,SANTA ROSA,CA,95401,SONOMA
CA-W-15655,FREDERICK J NUNES,ST. ROSE WINERY,5775 OLD REDWOOD HWY,SANTA ROSA,CA,95403,SONOMA
CA-W-16785,"FROSTWATCH VINEYARD & WINERY, LLC",FROSTWATCH VINEYARD & WINERY,3358 COFFEY LN,SANTA ROSA,CA,95404,SONOMA
CA-W-16643,"GANN FAMILY VINEYARDS, INC.",GANN FAMILY CELLARS,4545 THOMAS LAKE HARRIS DR,SANTA ROSA,CA,95403,SONOMA
CA-W-21595,"GARAGISTE CELLARS, LLC",BURT STREET CELLARS,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-16291,"GARCIA FAMILY VINEYARDS, INC.",GARCIA FAMILY VINEYARDS,3354 COFFEY LN,SANTA ROSA,CA,95403,SONOMA
CA-W-16028,"GB WINES, LLC",BJORNSTAD CELLARS,3358 COFFEY LN,SANTA ROSA,CA,95403,SONOMA
CA-W-2252,GIUSEPPE J. BATTAGLINI,BATTAGLINI WINERY & VINEYARD,2948 PINER RD,SANTA ROSA,CA,95401,SONOMA
CA-W-20609,"GRACIANNA, INC.",GRACIANNA WINERY,3358 COFFEY LN UNIT D,SANTA ROSA,CA,95403,SONOMA
CA-W-17562,"GRANT FAMILY WINES, LLC",COULOIR WINES,3358 COFFEY LN STE D,SANTA ROSA,CA,95403,SONOMA
CA-W-22242,GREYSTACK WINERY PARTNERS LLC,,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-17545,H.D.D. LLC,VML RUSSIAN RIVER WINERY,6705 SONOMA HWY,SANTA ROSA,CA,95409,SONOMA
CA-W-22799,HALCYON WINES LLC,HALCYON WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-17478,"HALL WINES, LLC",ROESSLER WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-1368,HANNA WINERY INC.,,5345 OCCIDENTAL RD,SANTA ROSA,CA,95401,SONOMA
CA-W-3382,"HARVEST MOON VINEYARDS AND INVESTMENTS, LLC",,2196 OLIVET RD,SANTA ROSA,CA,95401,SONOMA
CA-W-16181,HAUCK CELLARS LLC,HAUCK CELLARS,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-23001,HAWK HILL LLC,,5325 CORRICK RD,SANTA ROSA,CA,95409,SONOMA
CA-W-17499,"HAYES & COMPANY, LLC",COSA OBRA WINES,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-22856,HECKA GOODS LLC,,3358 COFFEY LN STE D,SANTA ROSA,CA,95403,SONOMA
CA-W-22800,"HENRY DAVID VINEYARDS, LLC",,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-15050,HENRY ROSARIO BELMONTE,VJB VINEYARDS & CELLARS,237 TODD RD SUITE 103,SANTA ROSA,CA,95401,SONOMA
CA-W-22911,"HIDDEN RIDGE VINEYARD, LLC",HIDDEN RIDGE VINEYARD,6705 CRISTO LN,SANTA ROSA,CA,95409,SONOMA
CA-W-17642,"HORSE & PLOW, INC.",HORSE & PLOW,1160 HOPPER AVE,SANTA ROSA,CA,95403,SONOMA
CA-W-15482,INMAN FAMILY WINES LLC,,2191 LAGUNA RD SUITE B,SANTA ROSA,CA,95401,SONOMA
CA-W-17024,INMAN FAMILY WINES LLC,,3900 PINER RD,SANTA ROSA,CA,95401,SONOMA
