,Unnamed: 0,Unnamed: 0.1,address,business type,city,lat,long,names,number of yelp reviews,yelp rating,zip
1854,1854,1854.0,9660 Foxen Canyon Rd,Wineries,Santa Maria,34.795492,-120.184906,Jaffurs Wine Cellars,58.0,3.0,93457.0
1855,1855,1855.0,6905 Foxen Canyon Rd,Wineries,Los Olivos,34.768234,-120.134453,Fess Parker Winery,175.0,4.0,93441.0
1856,1856,1856.0,2445 Alamo Pintado Ave,Wine Tasting Room,Los Olivos,34.6658,-120.11409,Tres Hermanas Winery,57.0,4.5,93441.0
1857,1857,1857.0,1124 Garden St,"Used, Vintage & Consignment",San Luis Obispo,35.2790513,-120.663,Zaca Mesa Winery,31.0,4.5,93401.0
1858,1858,1858.0,28 Anacapa St,Wine Tasting Room,Santa Barbara,34.414176940918004,-119.68856811523399,Tercero Wines,151.0,4.0,93101.0
1859,1859,1859.0,1331 Nicholson Ave,Wine Tasting Room,Santa Maria,34.9371581,-120.417285,Finders Keepers,31.0,4.0,93454.0
1860,1860,1860.0,3940 Dominion Rd,Wineries,Santa Maria,34.883186340331996,-120.345260620117,Kunin Wines,62.0,4.0,93454.0
1861,1861,1861.0,2330 Westgate Rd,Wine Tasting Room,Santa Maria,34.9186,-120.46046,Costa De Oro Wine Tasting,2.0,5.0,93455.0
1862,1862,1862.0,2510 East Clark Ave,Venues & Event Spaces,Santa Maria,34.8649533,-120.3707524,Cottonwood Canyon Vineyard & Winery,1.0,5.0,93455.0
1863,1863,1863.0,,Wine Tours,Solvang,34.596059999999994,-120.14421000000002,Cotiere,180.0,5.0,93463.0
1864,1864,1864.0,423 Bell St,Wineries,Los Alamos,34.744119903271105,-120.278982108534,Ca' Del Grevino Vineyard Estate,13.0,4.5,93440.0
1865,1865,1865.0,453 Laetitia Vineyard Dr,Wineries,Arroyo Grande,35.0878410339355,-120.529487609863,Stagecoach Company Wine Tours,209.0,3.5,93420.0
1866,1866,1866.0,6600 Foxen Canyon Rd,Wineries,Santa Maria,34.84035,-120.210026,Municipal Winemakers,127.0,4.5,93454.0
1867,1867,1867.0,2717 Aviation Way,Wineries,Santa Maria,34.910228729248,-120.4501953125,Laetitia Vineyard & Winery,1.0,5.0,93455.0
1868,1868,1868.0,2902 San Marcos Ave,Wine Tasting Room,Los Olivos,34.66571,-120.11343,Rancho Sisquoc Winery,44.0,4.0,93441.0
1869,1869,1869.0,453 Laetitia Vineyard Dr,Wineries,Arroyo Grande,35.0878410339355,-120.529487609863,Central Coast Wine Services,209.0,3.5,93420.0
1870,1870,1870.0,468 Front St,Wineries,Avila Beach,35.179312,-120.734328,Blair Fox Cellars Tasting Room,49.0,5.0,93424.0
1871,1871,1871.0,870 Price St,Wine Tasting Room,Pismo Beach,35.142679,-120.6410415,Laetitia Vineyard & Winery,45.0,4.5,93449.0
1872,1872,1872.0,2922 Grand Ave,Wineries,Los Olivos,34.6660766601562,-120.114624023438,Morovino Winery,31.0,3.5,93441.0
1873,1873,1873.0,5250 Tepusquet Rd,Wineries,Santa Maria,34.8702524,-120.2461906,Sans Liege Wine Tasting,4.0,4.5,93454.0
1874,1874,1874.0,5828 Orcutt Rd,Wineries,San Luis Obispo,35.2273352,-120.5996798,Arthur Earl Winery,144.0,4.0,93401.0
1875,1875,1875.0,6020 Foxen Canyon Rd,Wineries,Santa Maria,34.852191999999995,-120.255855,Byron Vineyard & Winery,83.0,4.5,93454.0
1876,1876,1876.0,134 W Branch St,Wine Bars,Arroyo Grande,35.1228798970714,-120.58048054575899,"Baileyana, Tangent & True Myth Tasting Room",5.0,4.5,93420.0
1877,1877,1877.0,2971 Grand Ave,Wineries,Los Olivos,34.66705,-120.11583,Riverbench Vineyard & Winery,465.0,4.5,93441.0
1878,1878,1878.0,4777 E Hwy 246,Wineries,Lompoc,34.66662,-120.34999,Verdad,40.0,5.0,93436.0
1879,1879,1879.0,4444 Hollister Ave,American (New),Santa Barbara,34.44014,-119.77195,Saarloos & Sons,218.0,4.0,93110.0
1880,1880,1880.0,2879 Grand Ave,Wine Bars,Los Olivos,34.664947999999995,-120.115265,Clos Pepe Vineyards,723.0,4.0,93441.0
1881,1881,1881.0,5475 Chardonnay Ln,Wineries,Santa Maria,34.87384,-120.25783,The Creekside Restaurant & Bar,80.0,4.0,93454.0
1882,1882,1882.0,1980 Main St,American (New),Cambria,35.5630950927734,-121.08470916747999,Los Olivos Wine Merchant & Cafe,525.0,4.0,93428.0
1883,1883,1883.0,5391 Presqu'ile Dr,Wineries,Santa Maria,34.8649802312428,-120.368899909021,Cambria Estate Winery,144.0,4.5,93455.0
1884,1884,1884.0,448 Bell St,Wineries,Los Alamos,34.7436561584473,-120.27864074707001,Indigo Moon,27.0,4.5,93440.0
1885,1885,1885.0,2879 Grand Ave,Wine Bars,Los Olivos,34.664947999999995,-120.115265,Presqu'ile Winery,723.0,4.0,93441.0
1886,1886,1886.0,2933 San Marcos Ave,Wineries,Los Olivos,34.6660309,-120.11390690000002,Bedford Winery,66.0,4.5,93441.0
1887,1887,1887.0,2963 Grand Ave,Wineries,Los Olivos,34.6668524,-120.11515159999998,Los Olivos Wine Merchant & Cafe,8.0,4.0,93441.0
1888,1888,1888.0,1707 S Summit Dr,Wineries,Holts Summit,38.610247,-92.152555,Toretti Family Vineyard,28.0,3.0,65043.0
1889,1889,1889.0,2330 Westgate Rd,Wine Tasting Room,Santa Maria,34.9186,-120.46046,Bien Nacido & Solomon Hills Estate Wines,2.0,5.0,93455.0
1890,1890,1890.0,3090 Anderson Rd,Venues & Event Spaces,Paso Robles,35.5761326837275,-120.73267159191002,Canterbury Hill,239.0,4.5,93446.0
1891,1891,1891.0,415 1st St,Wineries,Avila Beach,35.1795468,-120.73363159999998,Cotiere,95.0,4.5,93424.0
1892,1892,1892.0,813 Anacapa St,Wine Tasting Room,Santa Barbara,34.4207835,-119.6993168,Tooth and Nail Winery,54.0,4.0,93101.0
1893,1893,1893.0,2445 Alamo Pintado Ave,Wine Tasting Room,Los Olivos,34.6658,-120.11409,Alapay Cellars,57.0,4.5,93441.0
1894,1894,1894.0,140 Industrial Way,Wineries,Buellton,34.593208000000004,-120.099072,Au Bon Climat Winery,191.0,4.0,93427.0
1895,1895,1895.0,1280 Drum Canyon Rd,Wineries,Lompoc,34.6418130397797,-120.285444930196,Tercero Wines,99.0,4.5,93436.0
1896,1896,1896.0,600 N Milpas St,Mexican,Santa Barbara,34.42753,-119.68657,Kalyra Winery,3180.0,4.5,93101.0
1897,1897,1897.0,3555 Roblar Ave,Wineries,Santa Ynez,34.6503947822272,-120.083048197975,Dierberg Star Lane Vineyards,294.0,4.0,93460.0
1898,1898,1898.0,,Wine Tours,Santa Barbara,34.4214797036107,-119.708765383897,Los Agaves,246.0,5.0,93101.0
1899,1899,1899.0,2370 N Refugio Rd,Wineries,Santa Ynez,34.652382,-120.094943,Bridlewood Estate Winery,205.0,4.5,93460.0
1900,1900,1900.0,24 El Paseo,Wine Tasting Room,Santa Barbara,34.4209749727251,-119.698825736749,Sustainable Wine Tours,114.0,4.5,93101.0
1901,1901,1901.0,285 S Broadway St,Italian,Old Orcutt,34.863151,-120.44741,Vincent Vineyards,259.0,4.0,93455.0
1902,1902,1902.0,649 N Refugio Rd,Wineries,Santa Ynez,34.6004547,-120.09830490000002,Grassini Family Vineyards,5.0,5.0,93460.0
1903,1903,1903.0,1819 Ballard Canyon Rd,Wineries,Solvang,34.6356701105833,-120.141064301133,Trattoria Uliveto,160.0,4.0,93463.0
1904,1904,1904.0,1547 Mission Dr,Breweries,Solvang,34.5963,-120.14357,Brave & Maiden Estate,1230.0,3.5,93463.0
1905,1905,1905.0,2205 Alamo Pintado Rd,Wineries,Solvang,34.6477432250977,-120.117729187012,Rusack Vineyards,86.0,3.5,93463.0
1906,1906,1906.0,2939 Grand Ave,Wine Tasting Room,Los Olivos,34.6664424,-120.11519579999998,Solvang Brewing Company,468.0,4.5,93441.0
1907,1907,1907.0,1500 Alamo Pintado Rd,Wineries,Solvang,34.6215400695801,-120.11403656005899,Blackjack Ranch,164.0,4.0,93463.0
1908,1908,1908.0,2825 Tapadero Rd,Wineries,Solvang,34.6636036574639,-120.13428380804,Carhartt Vineyard,5.0,5.0,93463.0
1909,1909,1909.0,800 E Hwy 246,Wineries,Solvang,34.5989999,-120.16925,Buttonwood Farm Winery & Vineyard,246.0,4.5,93463.0
1910,1910,1910.0,2369 Alamo Pintado Ave,Wineries,Los Olivos,34.6658363342285,-120.11589050292999,Harrison Clarke,50.0,4.5,93441.0
1911,1911,1911.0,2323 Old Coast Hwy,Farmers Market,Gaviota,34.54227,-120.19381,Shoestring Winery,30.0,5.0,93117.0
1912,1912,1912.0,6485 Calle Real,Wineries,Goleta,34.4388901401509,-119.85182412986799,Barbieri Wine Company,4.0,4.5,93117.0
1913,1913,1913.0,200 N 9th St,Wineries,Lompoc,34.6422104,-120.4380251,Folded Hills - Winery Ranch Farmstead,55.0,4.5,93436.0
1914,1914,1914.0,2323 Old Coast Hwy,Farmers Market,Gaviota,34.54227,-120.19381,SAMSARA Wine Co,30.0,5.0,93117.0
1915,1915,1915.0,830 Memory Ln,Wineries,Boulder Creek,37.179515372982,-122.162205199487,Lompoc Wine Ghetto,6.0,4.5,95006.0
1916,1916,1916.0,15060 Montebello Rd,Wineries,Cupertino,37.289604,-122.10021299999998,Folded Hills - Winery Ranch Farmstead,13.0,5.0,95014.0
1917,1917,1917.0,17075 Montebello Rd,Wineries,Cupertino,37.2947998046875,-122.117889404297,Big Basin Vineyards,6.0,5.0,95014.0
1918,1918,1918.0,18101 Montebello Rd,Wine Tasting Room,Cupertino,37.3081783068692,-122.126893272952,R & W Vineyards,7.0,4.5,95014.0
1919,1919,1919.0,16505 Montebello Rd,Wineries,Cupertino,37.3002432575345,-122.109374103,Fellom Ranch,10.0,4.0,95014.0
1920,1920,1920.0,4605 Hecker Pass Rd,Wineries,Gilroy,37.013318700000006,-121.654651,Vidovich Vineyards,38.0,4.0,95020.0
1921,1921,1921.0,6675 Redwood Retreat Rd,Wineries,Gilroy,37.039638,-121.71122,Naumann Vineyards,60.0,4.5,95020.0
1922,1922,1922.0,6500 Brem Ln,Wine Tasting Room,Gilroy,36.996582,-121.554725,Hecker Pass Winery,5.0,4.5,95020.0
1923,1923,1923.0,4005 Hecker Pass Rd,Wine Tasting Room,Gilroy,37.0135820846772,-121.644877560852,Martin Ranch Winery,96.0,4.0,95020.0
1924,1924,1924.0,11550 Watsonville Rd,Wineries,Gilroy,37.04844,-121.65184,Alara Cellars,188.0,4.5,95020.0
1925,1925,1925.0,431 Kipling St,Wine Bars,Palo Alto,37.4482881,-122.1603909,Sarah's Vineyard,412.0,4.0,94301.0
1926,1926,1926.0,2100 Buena Vista Ave,Wineries,Gilroy,37.0510215759277,-121.54965209960899,Kirigin Cellars,80.0,4.0,95020.0
1927,1927,1927.0,14612 Big Basin Way,Wineries,Saratoga,37.2556762695312,-122.036148071289,Vino Locale,152.0,4.0,95070.0
1928,1928,1928.0,2143 Buena Vista Ave,Wine Tasting Room,Gilroy,37.05269000000001,-121.55005,Satori Cellars,3.0,4.5,95020.0
1929,1929,1929.0,22645 Garrod Rd,Wineries,Saratoga,37.27646873910261,-122.059821626984,Cinnabar Winery Tasting Room,145.0,4.0,95070.0
1930,1930,1930.0,4350 Monterey Rd,Wineries,Gilroy,36.9718126710967,-121.553747515247,Verde Vineyards,86.0,3.5,95020.0
1931,1931,1931.0,4525 Hecker Pass Rd,Venues & Event Spaces,Gilroy,37.0135536,-121.6530685,Cooper-Garrod Estate Vineyards,131.0,4.0,95020.0
1932,1932,1932.0,11775 Watsonville Rd,Wineries,Gilroy,37.04574,-121.65637,Rapazzini Winery,9.0,4.0,95020.0
1933,1933,1933.0,10021 Pacheco Pass Hwy,Fruits & Veggies,Hollister,36.9879638954803,-121.382637075842,Fortino Winery,581.0,4.0,95023.0
1934,1934,1934.0,300-A College Ave,Wineries,Los Gatos,37.21475,-121.98266,Dorcich Family Vineyards,432.0,4.0,95030.0
1935,1935,1935.0,19620 Redberry Dr,Wineries,Los Gatos,37.237343,-122.016062,Casa de Fruta,1.0,5.0,95030.0
1936,1936,1936.0,24250 Loma Prieta Ave,Wineries,Los Gatos,37.123851776123,-121.926986694336,Testarossa Winery,86.0,4.5,95033.0
1937,1937,1937.0,21850 Bear Creek Rd,Venues & Event Spaces,Los Gatos,37.17,-122.05339,Baccarossa,186.0,4.0,95033.0
1938,1938,1938.0,23600 Congress Springs Rd,Wineries,Saratoga,37.24704000000001,-122.07761,Wrights Station Vineyard & Winery,269.0,4.0,95070.0
1939,1939,1939.0,15700 Kennedy Rd,Wineries,Los Gatos,37.217467762655296,-121.94266333334801,Byington Vineyard & Winery,5.0,4.5,95032.0
1940,1940,1940.0,4545 Felter Rd,Wineries,Milpitas,37.438726,-121.831754,Savannah Chanelle Vineyard,91.0,4.5,95035.0
1941,1941,1941.0,12775 Uvas Rd,Wineries,Morgan Hill,37.059392,-121.665302,La Rusticana d'Orsa,111.0,4.0,95037.0
1942,1942,1942.0,106 3rd St,Wine Tasting Room,San Juan Bautista,36.8439483642578,-121.53540802002001,Big Dog Vineyards,7.0,4.0,95045.0
1943,1943,1943.0,194 S Market St,Festivals,San Jose,37.3322426217303,-121.88965905457701,Sycamore Creek Vineyards & Winery,618.0,4.0,95113.0
1944,1944,1944.0,6675 Redwood Retreat Rd,Wineries,Gilroy,37.039638,-121.71122,Aimee June Winery,60.0,4.5,95020.0
1945,1945,1945.0,1480 E Main Ave,Wineries,Morgan Hill,37.14293,-121.63114,Christmas In The Park,193.0,4.0,95037.0
1946,1946,1946.0,14598 Big Basin Way,Wineries,Saratoga,37.25578,-122.03593,Martin Ranch Winery,16.0,4.0,95070.0
1947,1947,1947.0,1645 San Pedro Ave,Wine Tasting Room,Morgan Hill,36.6666165199941,-121.626606124517,Emilio Guglielmo Winery,70.0,4.5,95037.0
1948,1948,1948.0,6500 Brem Ln,Wineries,Gilroy,36.9968907519713,-121.555463792678,Michaud Vineyard,109.0,3.5,95020.0
1949,1949,1949.0,17520 Oak Glen Ave,Wineries,Morgan Hill,37.13050120000001,-121.6543901,Morgan Hill Cellars,15.0,4.5,95037.0
1950,1950,1950.0,1 Hummingbird Ln,Wineries,San Martin,37.0686014602508,-121.642255783081,Jason-Stephens Winery,333.0,3.5,95046.0
1951,1951,1951.0,1978 Willow Springs Rd,Venues & Event Spaces,Morgan Hill,37.141613,-121.696898,Ross Vineyards & Winery,90.0,4.5,95037.0
1952,1952,1952.0,2215 Liberata Dr,Wineries,Morgan Hill,37.153503,-121.623006,Clos LaChance Winery,96.0,4.0,95037.0
1953,1953,1953.0,8155 Arroyo Cir,Wineries,Gilroy,37.0201644897461,-121.563896179199,L̩al Vineyards at Willow Heights Mansion,1.0,4.0,95020.0
1954,1954,1954.0,1 Hummingbird Ln,Wineries,San Martin,37.0686014602508,-121.642255783081,Castillo's Hillside Shire Winery,333.0,3.5,95046.0
1955,1955,1955.0,885 W Julian St,Wineries,San Jose,37.3338932738145,-121.907581999427,Gilroy Welcome Center,33.0,5.0,95126.0
1956,1956,1956.0,4545 Felter Rd,Wineries,Milpitas,37.438726,-121.831754,Clos LaChance Winery,91.0,4.5,95035.0
1957,1957,1957.0,1000 Lenzen Ave,Wineries,San Jose,37.3337899,-121.9126426,Coterie Cellars,198.0,4.0,95126.0
1958,1958,1958.0,357 E Taylor St,Beer Tours,San Jose,37.3529560634881,-121.892556066868,Big Dog Vineyards,63.0,4.5,95112.0
1959,1959,1959.0,1627 S 7th St,Breweries,San Jose,37.313457,-121.867441,J Lohr Vineyards & Wines,237.0,4.5,95112.0
1960,1960,1960.0,379 Felton Empire Rd,Wine Tasting Room,Felton,37.0513642751244,-122.076376488886,Gordon Biersch Brewing Company,81.0,4.5,95018.0
1961,1961,1961.0,12255 New Ave,Wine Tasting Room,San Martin,37.08417,-121.56597,Hermitage Brewery,36.0,5.0,95046.0
1962,1962,1962.0,455E Fitzgerald Ave,Vacation Rentals,San Martin,37.0581749131549,-121.60332691058998,Hallcrest Vineyards,22.0,4.0,95046.0
1963,1963,1963.0,17240 Monterey Rd,Barbeque,Morgan Hill,37.12765401836,-121.65196642782699,Miramar Vineyards,994.0,4.0,95037.0
1964,1964,1964.0,11755 Turlock Ave,Venues & Event Spaces,San Martin,37.0594597,-121.6146393,Fitz Place,11.0,4.5,95046.0
1965,1965,1965.0,69 W Carmel Valley Rd,Wineries,Carmel Valley,36.48089,-121.73531,Trail Dust BBQ,64.0,4.0,93924.0
1966,1966,1966.0,12467 Creekview Ct,Wineries,San Martin,37.08568,-121.56961,Seeker Vineyard,8.0,4.0,95046.0
1967,1967,1967.0,23600 Congress Springs Rd,Wineries,Saratoga,37.24704000000001,-122.07761,Massa Estate Organic Vineyards,269.0,4.0,95070.0
1968,1968,1968.0,1 Hummingbird Ln,Wineries,San Martin,37.0686014602508,-121.642255783081,Creekview Vineyards,333.0,3.5,95046.0
1969,1969,1969.0,645 W San Martin Ave,Wineries,San Martin,37.0812094,-121.62175829999998,Savannah Chanelle Vineyard,19.0,4.5,95046.0
1970,1970,1970.0,346 N Santa Cruz Ave,Wineries,Los Gatos,37.228355407714794,-121.980918884277,Clos LaChance Winery,37.0,5.0,95030.0
1971,1971,1971.0,1 Hummingbird Ln,Wineries,San Martin,37.0686014602508,-121.642255783081,Lion Ranch Vineyards & Winery,333.0,3.5,95046.0
1972,1972,1972.0,24110 Congress Springs Rd,Wineries,Saratoga,37.25196079999999,-122.0876083,Left Bend Winery,7.0,5.0,95070.0
1973,1973,1973.0,22645 Garrod Rd,Wineries,Saratoga,37.27646873910261,-122.059821626984,Clos LaChance Winery,145.0,4.0,95070.0
1974,1974,1974.0,22020 Mount Eden Rd,Wineries,Saratoga,37.2683088,-122.0604075,Charles Usher Wines,6.0,4.0,95070.0
1975,1975,1975.0,17100 Montebello Rd,Wineries,Cupertino,37.2985,-122.1171,Cooper-Garrod Estate Vineyards,248.0,4.0,95014.0
1976,1976,1976.0,1246 Birchwood Dr,Breweries,Sunnyvale,37.4044418334961,-121.99200439453101,Mount Eden Vineyards,360.0,4.5,94089.0
1977,1977,1977.0,2800 Pleasant Valley Rd,Wineries,Aptos,37.00547409057621,-121.840057373047,Ridge Vineyards,28.0,4.5,95003.0
1978,1978,1978.0,2800 Pleasant Valley Rd,Wineries,Aptos,37.00547409057621,-121.840057373047,Rabbit's Foot Meadery,28.0,4.5,95003.0
1979,1979,1979.0,,Wine Tours,Los gatos,37.2271118164062,-121.98405456542999,Nicholson Vineyards Winery,59.0,5.0,95030.0
1980,1980,1980.0,300 Walker St,Mexican,Watsonville,36.90802,-121.7617111,Nicholson Vineyards Winery,19.0,4.5,95076.0
1981,1981,1981.0,550 Hazel Dell Rd,Wineries,Corralitos,37.0197091,-121.7611007,Tommy John's Wine and Brew Tours,42.0,4.0,95076.0
1982,1982,1982.0,420 Hames Rd,Wineries,Corralitos,36.99253,-121.819036,Mi Rancho,35.0,4.5,95076.0
1983,1983,1983.0,379 Felton Empire Rd,Wine Tasting Room,Felton,37.0513642751244,-122.076376488886,Windy Oaks Estate Winery,81.0,4.5,95018.0
1984,1984,1984.0,370 Santa Teresa St,Meditation Centers,Stanford,37.4250157116359,-122.17424961809999,Alfaro Family Vineyard & Winery,4.0,5.0,94305.0
1985,1985,1985.0,21439 Bear Creek Rd,Wineries,Los Gatos,37.167836,-122.04581,Hallcrest Vineyards,107.0,3.5,95033.0
1986,1986,1986.0,21435 Summit Rd,Venues & Event Spaces,Los Gatos,37.1590576171875,-122.00269317627001,Windhover,14.0,3.0,95033.0
1987,1987,1987.0,11715 Skyline Blvd,Wineries,Los Gatos,37.283926,-122.1486,David Bruce Winery,2.0,3.0,95033.0
1988,1988,1988.0,23076 Summit Rd,Wineries,Los Gatos,37.130607,-121.962729,Redwood Ridge Estate,33.0,5.0,95033.0
1989,1989,1989.0,18570 Black Rd,Wineries,Los Gatos,37.18927,-122.00511000000002,Rhys Vineyard,25.0,4.0,95033.0
1990,1990,1990.0,24060 Summit Rd,Wine Tours,Los Gatos,37.116357667543504,-121.936515618704,Villa del Monte Winery,119.0,3.0,95033.0
1991,1991,1991.0,24040 Summit Rd,Venues & Event Spaces,Los Gatos,37.1227033,-121.93344779999998,Black Ridge Vineyards,155.0,3.5,95033.0
1992,1992,1992.0,26985 Loma Prieta Way,Wineries,Los Gatos,37.10573196411129,-121.880653381348,Burrell School Vineyards and Winery,138.0,4.5,95033.0
1993,1993,1993.0,18570 Black Rd,Wineries,Los Gatos,37.18927,-122.00511000000002,Regale Winery & Vineyards,25.0,4.0,95033.0
1994,1994,1994.0,303 Potrero St,Wine Tasting Room,Santa Cruz,36.9808156709438,-122.031280696392,Loma Prieta Winery,58.0,4.0,95060.0
1995,1995,1995.0,8063 Glen Haven Rd,Wineries,Soquel,37.0295448303223,-121.93346405029301,Black Ridge Vineyards,50.0,4.5,95073.0
1996,1996,1996.0,440 Portage Ave,Gyms,Palo Alto,37.42212,-122.13797,Storrs Winery & Vineyards,287.0,3.5,94306.0
1997,1997,1997.0,450 Hwy 1,Wineries,Davenport,37.0109469,-122.1945323,Soquel Vineyards,66.0,4.5,95017.0
1998,1998,1998.0,334-A Ingalls St,Wineries,Santa Cruz,36.959144592285206,-122.047256469727,Equinox Palo Alto,27.0,4.0,95060.0
1999,1999,1999.0,,Wineries,Santa Cruz,37.04412,-122.0985,Bonny Doon Vineyard Tasting Room,2.0,5.0,95060.0
2000,2000,2000.0,216-A Stage Rd,Wineries,Pescadero,37.2524348878038,-122.382945693314,Santa Cruz Mountain Vineyard,11.0,4.5,94060.0
2001,2001,2001.0,10 Pine Flat Rd,Wineries,Bonny Doon,37.04221725463871,-122.149703979492,Four Gates Vineyard & Winery,109.0,4.0,95060.0
2002,2002,2002.0,429 Ingalls St,Wineries,Santa Cruz,36.958194732666,-122.04867553710899,Sante Arcangeli Family Wines,26.0,4.0,95060.0
2003,2003,2003.0,2343 Mission St,Wineries,Santa Cruz,36.9604799,-122.04775,Beauregard Vineyards,28.0,4.5,95060.0
2004,2004,2004.0,1100 Fair Ave,Wineries,Santa Cruz,36.95941,-122.04556,Rexford Winery,22.0,4.5,95060.0
2005,2005,2005.0,830 Memory Ln,Wineries,Boulder Creek,37.179515372982,-122.162205199487,Odonata Wines,6.0,4.5,95006.0
2006,2006,2006.0,334 B Ingalls St,Wineries,Santa Cruz,36.95911,-122.047902,Stockwell Cellars,41.0,4.5,95060.0
2007,2007,2007.0,328 A Ingalls St,Wineries,Santa Cruz,36.958984614569395,-122.04686663000601,Big Basin Vineyards,146.0,4.5,95060.0
2008,2008,2008.0,23076 Summit Rd,Wineries,Los Gatos,37.130607,-121.962729,Sones Cellars,33.0,5.0,95033.0
2009,2009,2009.0,820 Swift St,Breweries,Santa Cruz,36.959645,-122.048816,MJA Vineyards,193.0,4.0,95060.0
2010,2010,2010.0,6821 Bonny Doon Rd,Wineries,Santa Cruz,37.06686,-122.15071,Villa del Monte Winery,6.0,4.5,95060.0
2011,2011,2011.0,402 Ingalls St,Wine Tasting Room,Santa Cruz,37.110589,-121.934148,Humble Sea Brewery,56.0,4.5,95060.0
2012,2012,2012.0,1 Amphitheatre Pkwy,Venues & Event Spaces,Mountain View,37.4234847,-122.0781215,McHenry Vineyard,1269.0,2.5,94043.0
2013,2013,2013.0,2364 Bean Creek Rd,Wineries,Scotts Valley,37.0729,-122.01677,Silver Mountain Vineyards,4.0,5.0,95066.0
2014,2014,2014.0,100 Kennedy Dr,Wineries,Capitola,36.98328,-121.94947,Shoreline Amphitheatre,28.0,3.5,95010.0
2015,2015,2015.0,8063 Glen Haven Rd,Wineries,Soquel,37.0295448303223,-121.93346405029301,Skov Winery,50.0,4.5,95073.0
2016,2016,2016.0,5000 N Rodeo Gulch Rd,Wineries,Soquel,37.048057556152294,-121.962501525879,Pelican Ranch Winery,16.0,3.0,95073.0
2017,2017,2017.0,8063 Glen Haven Rd,Wineries,Soquel,37.0295448303223,-121.93346405029301,Soquel Vineyards,50.0,4.5,95073.0
2018,2018,2018.0,420 Hames Rd,Wineries,Corralitos,36.99253,-121.819036,Poetic Cellars,35.0,4.5,95076.0
2019,2019,2019.0,11 Hangar Way,Wineries,Watsonville,36.9294635,-121.7910118,Soquel Vineyards,11.0,4.5,95076.0
2020,2020,2020.0,300 Walker St,Mexican,Watsonville,36.90802,-121.7617111,Alfaro Family Vineyard & Winery,19.0,4.5,95076.0
2021,2021,2021.0,65 Rogge Ln,Wineries,Watsonville,36.898547,-121.640155,Wargin Wines,2.0,5.0,95076.0
2022,2022,2022.0,550 Hazel Dell Rd,Wineries,Corralitos,37.0197091,-121.7611007,Mi Rancho,42.0,4.0,95076.0
2023,2023,2023.0,1310 Green Valley Rd,Wineries,Watsonville,36.98539,-121.77381,River Run Vintners,2.0,1.0,95076.0
2024,2024,2024.0,1602 S El Camino Real,American (New),San Mateo,37.55285,-122.31566,Windy Oaks Estate Winery,599.0,4.0,94402.0
2025,2025,2025.0,350 E Hwy 246,Steakhouses,Buellton,34.6091469,-120.1834038,Natal Vineyard,598.0,4.0,93427.0
2026,2026,2026.0,3425 Placer St,Bars,Redding,40.57434,-122.41673,All Spice,460.0,4.0,96001.0
2027,2027,2027.0,3058 Crossroads Dr,Wine Tasting Room,Redding,40.561205,-122.2983194,AJ Spurs - Buellton,2.0,5.0,96003.0
2028,2028,2028.0,5200 Industrial Way D,Wine Tasting Room,Anderson,40.467292,-122.319541,Moonstone Bistro,12.0,5.0,96007.0
2029,2029,2029.0,4712 Mountain Lakes Blvd,Wine Tasting Room,Redding,40.6336898803711,-122.380790710449,Majestic Oak Family Cellars,25.0,5.0,96003.0
2030,2030,2030.0,21259 Barrow Rd,Wine Tasting Room,Redding,40.540369,-122.264605,Churn Creek Cellars,7.0,5.0,96002.0
2031,2031,2031.0,28338 Whippoorwill Cir,Wine Tasting Room,Shingletown,40.475643157959,-122.007614135742,Moseley Family Cellars,3.0,5.0,96088.0
2032,2032,2032.0,21820 Lassen National Park Hwy,Parks,Mineral,40.34941864013671,-121.59024047851601,Whispering Oaks Vineyard,152.0,5.0,96063.0
2033,2033,2033.0,2975 Limestone Way,Wine Tasting Room,Paso Robles,35.576458980545894,-120.69029127642901,Cave De Roche Vineyard,20.0,4.5,93446.0
2034,2034,2034.0,1140 Pine St,Wine Tasting Room,Paso Robles,35.6265258789062,-120.68845367431601,Lassen Volcanic National Park,18.0,4.5,93446.0
2035,2035,2035.0,3060 Limestone Way,Wineries,Paso Robles,35.57588,-120.69022,Levo Wine,14.0,5.0,93446.0
2036,2036,2036.0,6496 Jones Ln,Wineries,Dixon,38.4086795,-121.831392,Paso Underground,13.0,4.0,95620.0
2037,2037,2037.0,4495 Suisun Valley Rd,Wineries,Fairfield,38.26309000000001,-122.1146,Desparada Wines,42.0,4.5,94534.0
2038,2038,2038.0,4756 Suisun Valley Rd,Wineries,Fairfield,38.27656,-122.112879,Jess Jones Vineyard,103.0,4.5,94534.0
2039,2039,2039.0,7801 Saint Helena Hwy,Wineries,Oakville,38.441422,-122.409546,Suisun Valley Wine,1001.0,4.0,94562.0
2040,2040,2040.0,2522 Mankas Corner Rd,Wineries,Fairfield,38.28603,-122.10759,Wooden Valley Winery,86.0,4.5,94534.0
2041,2041,2041.0,907 1st St,Lounges,Benicia,38.051638796016995,-122.15745223081,Robert Mondavi Winery,277.0,4.0,94510.0
2042,2042,2042.0,5071 Suisun Valley Rd,Wineries,Fairfield,38.2940805917162,-122.12020345369,Vezer Family Vineyard,72.0,4.5,94534.0
2043,2043,2043.0,4610 Green Valley Rd,Wineries,Green Valley,38.268109,-122.163499,Nine Zero Seven,15.0,5.0,94534.0
